Orig_Este,Orig_Norte,Orig_Cota,Orig_Real_RecPeso(%),Val_Este,Val_Norte,Val_Cota,Val_Real_Empresa_recpe(%),pred_real_knn,pred_real_xgb,pred_real_svr,pred_real_mlp,Rec_Peso_PND25_(%)_nscore,cluster_con_nscore,cluster_sin_nscore
9116.519,26102.546,2196.693,12.65,9115.0,26097.5,2197.5,13.00617886,11.762792931888864,13.438795886569975,15.14931810836819,15.4,-0.8771956463823601,3,2
9159.22,26090.522,2224.988,19.18,9155.0,26097.5,2227.5,17.3892498,17.56600240456753,16.26987580534175,15.498761884733172,15.687750195191805,0.3933460278791486,3,2
9143.638,25448.903,2281.744,25.09,9145.0,25452.5,2287.5,24.74552536,23.289245647942664,23.980361835387807,18.073963255030044,17.994566977851584,1.165625424150888,3,2
8971.076,25652.903,2188.753,19.89,8975.0,25647.5,2182.5,19.33733368,16.399582738941437,19.833405574835474,19.316911340520736,19.817574395888418,0.5118756862277535,3,2
9131.049,26094.034,2277.766,20.45,9135.0,26097.5,2272.5,18.36794281,14.674533864921449,15.94774014448875,16.247229198116646,15.606236930602867,0.6104835432900303,3,2
9047.175,25550.705,2267.937,26.99,9045.0,25557.5,2272.5,24.48923874,12.566639705369628,15.2,18.780367319077712,16.958633824661074,1.363096091872161,3,2
9105.432,25553.479,2270.934,38.75,9105.0,25557.5,2272.5,30.86226082,17.09534057497893,25.94824326690017,18.04167266188149,17.8,2.179471333502193,3,2
9174.171,25502.995,2270.211,28.0,9175.0,25497.5,2272.5,27.80647469,23.289245647942664,24.318237411047793,17.94057048294368,18.064420026305495,1.453306795352093,3,2
9142.642,25589.465,2294.111,23.56,9145.0,25587.5,2287.5,23.99328804,24.140643083511435,23.803845836795045,17.929268994146213,17.67450681843424,1.018185550731036,3,2
8991.802,25632.384,2265.648,23.6,8995.0,25632.5,2272.5,22.71552849,16.665402642625786,19.24797794335952,19.271788470667,16.839126503735365,1.023706613812521,3,2
9115.771,25797.657,2277.096,9.69,9115.0,25797.5,2272.5,13.29672146,16.8,13.492888193516308,17.45479676408822,16.912510145073988,-1.80262682554821,3,2
9097.399,25847.223,2271.308,29.54,9095.0,25842.5,2272.5,22.75481224,16.371051444078674,22.252684198822358,17.353227609473834,16.592991463341992,1.574871892392695,3,2
9120.984,25799.947,2233.907,17.05,9125.0,25797.5,2227.5,17.16030312,20.26912654958852,19.195598622893908,16.69435177077972,18.039458649204803,0.0841553308904649,3,2
